hotel_name,hotel_cityname,hotel_countryname,hotel_starrating,hotel_price,hotel_amenities,hotel_description
Emerald Heights,Mussoorie,India,4.1,"2,346","Doctor on Call,Outdoor Sports,Restaurant","Location of the Hotel is Kulri Chowk View On Map ( Camels Back Road, Near Picture Palace ). It’s a 3 Star Hotel with overall Rating 4.1 Out of 5 where 4.6 /5 for Security & 4.3 /5 for Value for Money & 4 /5 for Room . Top Facilities of this Hotel are Doctor on Call & Outdoor Sports & Restaurant ."
Mussoorie Camp Resort,Mussoorie,India,3.7,"1,016","Doctor on Call,Caretaker,Power Backup","Full Address of property is Nautha, Kempty-Thatyur Road, Mussoorie (View On Map). This Camp have 3.7 Out of 5 Rating where 4.3 /5 for Cleanliness & 5 /5 for Food & 4.5 /5 for Hospitality . Key amenities of this property are Doctor on Call & Caretaker & Power Backup ."
The Pearl By DLS Hotels and Resorts,Mussoorie,India,3.9,"1,288","Doctor on Call,Free Parking,Restaurant","Location of the Hotel is Kulri Chowk View On Map ( Kalsia Estate, Opposite Picture Palace,mall road .Kurli, Mussoorie ). Top Facilities of this Hotel are Doctor on Call & Free Parking & Restaurant ."
Snow Valley Resorts ( Centrally Heated Mountain Side Resorts ),Manali,India,4.4,"2,936","Doctor on Call,Free Wi-Fi,Free Parking","This 4 Star Resort in Manali is located in Old Manali . Full Address of property is Log Hut Area, Manali . (View On Map). This Resort have 4.4 Out of 5 Rating where 4.3 /5 for Cleanliness & 5 /5 for Security & 4.3 /5 for Child friendliness . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Honeymoon Inn,Manali,India,4.6,"2,900","Doctor on Call,Outdoor Sports,Restaurant","Location of the Hotel is Aleo View On Map ( Left Bank, Aleo Manali Opposite Mountaineering Institute ). It’s a 4 Star Hotel with overall Rating 4.6 Out of 5 where 4.6 /5 for Cleanliness & 4.7 /5 for Security & 4.6 /5 for Child friendliness . Top Facilities of this Hotel are Doctor on Call & Outdoor Sports & Restaurant ."
The Allure Grand (A centrally heated river side resort),Manali,India,4.6,"3,030","Free Parking,Outdoor Sports,Restaurant","This 4 Star Resort in Manali is located in Shanag . Full Address of property is NH-3 , Manali Solang Highway , Bahang , Manali , Distt. Kullu , H.P. ( 175103 ) (View On Map). This Resort have 4.6 Out of 5 Rating where 4.6 /5 for Cleanliness & 4.7 /5 for Hospitality & 4.6 /5 for Room . Key amenities of this property are Free Parking & Outdoor Sports & Restaurant ."
The Highland Park(A truly Riverside Resort),Manali,India,4.5,"3,191","Doctor on Call,Childcare Services,Free Parking","Location of the Resort is Shanag View On Map ( Manali Rohtang Highway, Nehru Kund ). It’s a 4 Star Resort with overall Rating 4.5 Out of 5 where 4.4 /5 for Cleanliness & 4.6 /5 for Child friendliness & 4.4 /5 for Location . Top Facilities of this Resort are Doctor on Call & Childcare Services & Free Parking ."
Sterling Manali,Manali,India,4.4,"2,538","Doctor on Call,Restaurant,Conference Room","This 3 Star Resort in Manali is located in Prini . Full Address of property is Manali-Naggar Highway, left bank road, Prini, Manali (View On Map). This Resort have 4.4 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.3 /5 for Child friendliness & 4.3 /5 for Security . Key amenities of this property are Doctor on Call & Restaurant & Conference Room ."
"Thomas Villa, Hotel and Cottages",Manali,India,4.3,"1,172","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Resort is Rangri View On Map ( Kanyal Road, Manali, Himachal Pradesh (H.P.) ). It’s a 4 Star Resort with overall Rating 4.3 Out of 5 where 4.5 /5 for Cleanliness & 4.4 /5 for Room & 4.4 /5 for Hospitality . Top Facilities of this Resort are Doctor on Call & Childcare Services & Free Wi-Fi ."
Kathguni House By Vista Rooms,Manali,India,5.0,"11,999","Doctor on Call,Kitchenette,Caretaker","This 4 Star Villa in Manali is located in Shnag Road . Full Address of property is Old Manali-Shanag Road, Near La Plage Restaurant, 175131 Manali (View On Map). This Villa have 5 Out of 5 Rating where 5 /5 for Cleanliness & 5 /5 for Facilities & 5 /5 for Security . Key amenities of this property are Doctor on Call & Kitchenette & Caretaker ."
KALISTA RESORTS,Manali,India,4.6,"6,420","Doctor on Call,Free Wi-Fi,Restaurant",Location of the Resort is Shanag View On Map ( VPO BURUA TEHSIL MANALI DISTT KULLU ). It’s a 4 Star Resort with overall Rating 4.6 Out of 5 where 4.7 /5 for Cleanliness & 4.8 /5 for Room & 4.7 /5 for Value for Money . Top Facilities of this Resort are Doctor on Call & Free Wi-Fi & Restaurant .
Snow Bliss,Manali,India,5.0,"2,411","Doctor on Call,Kitchenette,Caretaker","Full Address of property is Shuru, P O prini tehsil manali nagar Road,distt kullu Near Armaan resorts (View On Map). This Cottage have 5 Out of 5 Rating where 5 /5 for Room . Key amenities of this property are Doctor on Call & Kitchenette & Caretaker ."
Vivaan - The Sun Rise Resort,Manali,India,4.5,"4,477","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Resort is Simsa View On Map ( Vivaan the Sunrise Resort, Kanyal-Simsa Road, Rangri, Manali ). It’s a 4 Star Resort with overall Rating 4.5 Out of 5 where 4.5 /5 for Cleanliness & 4.6 /5 for Hospitality & 4.5 /5 for Room . Top Facilities of this Resort are Doctor on Call & Free Wi-Fi & Free Parking ."
Princess Villa,Manali,India,4.7,"1,354","Doctor on Call,Caretaker,Living Room","Full Address of property is Princess Villa, Shaleen Road, Baror (View On Map). This Cottage have 4.7 Out of 5 Rating where 4.6 /5 for Cleanliness & 5 /5 for Room & 4.2 /5 for Facilities . Key amenities of this property are Doctor on Call & Caretaker & Living Room ."
Majestic Woods Cottage,Manali,India,4.0,"1,072","Kitchenette,Caretaker,Living Room","Location of the Cottage is Simsa View On Map ( Simsa-rangri-kanyal Road , Kanyal Village Manali, Himachal Pradesh ). It’s a 3 Star Cottage with overall Rating 4 Out of 5 where 4 /5 for Cleanliness & 4.3 /5 for Security & 4.3 /5 for Hospitality . Top Facilities of this Cottage are Kitchenette & Caretaker & Living Room ."
Sun Park Resort,Manali,India,4.2,"2,258","Doctor on Call,Restaurant,Conference Room","This 4 Star Resort in Manali is located in Aleo . Full Address of property is Left Bank, Aleo, New Manali (View On Map). This Resort have 4.2 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.8 /5 for Security & 4.3 /5 for Room . Key amenities of this property are Doctor on Call & Restaurant & Conference Room ."
Thakur Niwas Home stay,Manali,India,3.2,"1,021","Doctor on Call,Caretaker,Living Room","Location of the Homestay is Aleo View On Map ( Thakur Niwas home Stay , Village Chachoga Near Vintage hotel , Manali ). Top Facilities of this Homestay are Doctor on Call & Caretaker & Living Room ."
Rohtang Heights Resorts & Spa,Manali,India,4.6,"2,177","Doctor on Call,Free Wi-Fi,Restaurant","This 4 Star Resort in Manali is located in Rangri . Full Address of property is NH 21, Sajjanu Ville, Rangri, Manali (View On Map). This Resort have 4.6 Out of 5 Rating where 4.4 /5 for Cleanliness & 4.1 /5 for Value for Money & 4.1 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Wi-Fi & Restaurant ."
Khushboo Resort,Manali,India,4.2,"1,276","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Aleo View On Map ( Naggar Road Near Border Roads Officer's Mess, Aleo, Just plus 01 km from Main Manali ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4.2 /5 for Cleanliness & 5 /5 for Security & 4.3 /5 for Food . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Malhaar Cottages,Manali,India,4.4,"2,961","Kitchenette,Caretaker,Living Room","Full Address of property is Prini, Tehsil Manali, District Kullu Himachal Pradesh 175131 (View On Map). This Cottage have 4.4 Out of 5 Rating where 4.3 /5 for Cleanliness & 5 /5 for Room & 5 /5 for Hospitality . Key amenities of this property are Kitchenette & Caretaker & Living Room ."
JOHNSON LODGE & SPA,Manali,India,4.4,"3,600","Doctor on Call,Free Parking,Outdoor Sports","Location of the Hotel is Circuit House Road View On Map ( Circuit House Road, Manali - 175131 ). It’s a 3 Star Hotel with overall Rating 4.4 Out of 5 where 4.4 /5 for Cleanliness & 5 /5 for Child friendliness & 5 /5 for Security . Top Facilities of this Hotel are Doctor on Call & Free Parking & Outdoor Sports ."
AmNeu's Village House,Manali,India,3.8,581,"Caretaker,,Free Parking",Full Address of property is Near DPS School Dungri Manali (View On Map). This Homestay have 3.8 Out of 5 Rating where 3.9 /5 for Cleanliness & 3.7 /5 for Location & 3.6 /5 for Security . Key amenities of this property are Caretaker & Tours and Treks & Free Parking .
The Holiday Villa Resorts & Spa ( A Centrally Heated & Air cooled ),Manali,India,4.7,"4,595","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Resort is Simsa View On Map ( Kanyal Road, Simsa, Manali ). It’s a 4 Star Resort with overall Rating 4.7 Out of 5 where 4.9 /5 for Cleanliness & 5 /5 for Room & 4.8 /5 for Hospitality . Top Facilities of this Resort are Doctor on Call & Free Wi-Fi & Free Parking ."
Shakun Hotels and Resorts,Jaipur,India,4.3,"1,880","Doctor on Call,Childcare Services,Free Parking","This 5 Star Hotel in Jaipur is located in Ashok Nagar . Full Address of property is D-28, Subhash Marg, C-Scheme (View On Map). This Hotel have 4.3 Out of 5 Rating where 4.5 /5 for Cleanliness & 4.6 /5 for Location & 4.5 /5 for Safety . Key amenities of this property are Doctor on Call & Childcare Services & Free Parking ."
"Nirwana Hometel - A Sarovar Hotel, Jaipur",Jaipur,India,4.1,"1,343","Doctor on Call,Free Parking,Restaurant","Location of the Hotel is Near Jaipur Train Station View On Map ( 4 - D Villa, Khasa Kothi Circle, Station Road ). It’s a 4 Star Hotel with overall Rating 4.1 Out of 5 where 4.4 /5 for Cleanliness & 4.8 /5 for Safety & 4.4 /5 for Location . Top Facilities of this Hotel are Doctor on Call & Free Parking & Restaurant ."
Ramada By Wyndham Jaipur,Jaipur,India,4.1,"3,064","Doctor on Call,Free Wi-Fi,Free Parking","This 5 Star Hotel in Jaipur is located in Raja Park . Full Address of property is Govind Marg, Raja Park, Jaipur, Rajasthan (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.3 /5 for Location & 4.3 /5 for Value for Money . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
"The Fern Residency, Jaipur",Jaipur,India,4.2,"2,262","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Hotel is Janata Colony View On Map ( A-13, Govind Marg, Near Pink Square Mall, Raja Park ). It’s a 4 Star Hotel with overall Rating 4.2 Out of 5 where 4.3 /5 for Cleanliness & 4.3 /5 for Child friendliness & 4.3 /5 for Room . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Restaurant ."
Clarks Amer,Jaipur,India,3.9,"2,332","Doctor on Call,Restaurant,Conference Room",This 5 Star Hotel in Jaipur is located in JLN Marg . Full Address of property is Jawahar Lal Nehru Marg Jaipur (View On Map). This Hotel have 3.9 Out of 5 Rating where 4 /5 for Cleanliness & 4.4 /5 for Location & 4.1 /5 for Safety . Key amenities of this property are Doctor on Call & Restaurant & Conference Room .
Hotel Om Palace-Ajmer Road,Jaipur,India,4.2,"1,079","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Gajsinghpur View On Map ( DCM,Main Ajmer Road,Jaipur Rajasthan ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4 /5 for Cleanliness & 4 /5 for Security & 4 /5 for Safety . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
TGI Apple Inn,Jaipur,India,3.9,"1,852","Doctor on Call,Free Parking,Restaurant","This 3 Star Hotel in Jaipur is located in Brijlalpura . Full Address of property is E-7, 36 ,Nirman Nagar DCM, Ajmer Road, Jaipur-302019 (RAJ) (View On Map). This Hotel have 3.9 Out of 5 Rating where 4 /5 for Cleanliness & 4.3 /5 for Hospitality & 4.2 /5 for Food . Key amenities of this property are Doctor on Call & Free Parking & Restaurant ."
Royal Orchid Central,Jaipur,India,3.6,"1,056","Doctor on Call,Restaurant,Conference Room","Location of the Hotel is Sindhi Camp View On Map ( A-26, A/2 Banipark,Jaisingh Highway ). It’s a 4 Star Hotel with overall Rating 3.6 Out of 5 where 3.8 /5 for Cleanliness & 5 /5 for Security & 4.3 /5 for Safety . Top Facilities of this Hotel are Doctor on Call & Restaurant & Conference Room ."
Radisson Blu Jaipur,Jaipur,India,4.1,"3,059","Doctor on Call,Childcare Services,Free Parking","This 5 Star Hotel in Jaipur is located in Tonk road . Full Address of property is Jaipur Airport, 5-6, Airport Plaza, Tonk Road, Durgapura, Jaipur (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.4 /5 for Cleanliness & 4.4 /5 for Location & 4.4 /5 for Room . Key amenities of this property are Doctor on Call & Childcare Services & Free Parking ."
Zade House Jaipur,Jaipur,India,3.8,"1,519","Caretaker,Living Room,Power Backup","Location of the Apartment is Jagatpura View On Map ( Amrit Apartments, 322-324, H Block, Siddharth Nagar, Jaipur, Rajasthan 302017 ). It’s a 3 Star Apartment with overall Rating 3.8 Out of 5 where 4.3 /5 for Cleanliness & 5 /5 for Safety & 4.2 /5 for Room . Top Facilities of this Apartment are Caretaker & Living Room & Power Backup ."
Golden Tulip Jaipur,Jaipur,India,4.1,"1,991","Doctor on Call,Free Parking,Restaurant","This 4 Star Hotel in Jaipur is located in C Scheme . Full Address of property is Opp. GPO, Behind Jangid Bhawan,M.I.ROAD (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.3 /5 for Cleanliness & 4.5 /5 for Safety & 4.3 /5 for Location . Key amenities of this property are Doctor on Call & Free Parking & Restaurant ."
Jagrati Ananta Express,Jaipur,India,4.0,"1,498","Doctor on Call,Free Parking,Restaurant","Location of the Hotel is Mansarovar View On Map ( SP-2, B2 Bypass Rd, RIICO , Mansarovar ). It’s a 3 Star Hotel with overall Rating 4 Out of 5 where 4.1 /5 for Cleanliness & 5 /5 for Safety & 4.3 /5 for Hospitality . Top Facilities of this Hotel are Doctor on Call & Free Parking & Restaurant ."
Souvenir Peppermint,Jaipur,India,3.8,"7,685","Doctor on Call,Conference Room,Power Backup","This 4 Star Hotel in Jaipur is located in Shastri Nagar . Full Address of property is 6, Subhash Nagar, Science Park, Near Bani Park, Jaipur (View On Map). This Hotel have 3.8 Out of 5 Rating where 4.2 /5 for Cleanliness & 4.1 /5 for Room & 4 /5 for Value for Money . Key amenities of this property are Doctor on Call & Conference Room & Power Backup ."
Hotel Metro Inn,Jaipur,India,4.2,610,"Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Near Jaipur Train Station View On Map ( Plot No.9, Fateh Singh Market,Opp. Rajputana Sheraton,Railway Station, ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4.2 /5 for Cleanliness & 4.6 /5 for Security & 4.4 /5 for Food . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
The Orion,Jaipur,India,3.9,693,"Doctor on Call,Free Wi-Fi,Free Parking","This 3 Star Hotel in Jaipur is located in Bani Park . Full Address of property is AD-8 A, Devi Marg, Bani Park, Jaipur (Rajasthan) Nearby: Station, Bus stand, Tourist palace (View On Map). This Hotel have 3.9 Out of 5 Rating where 3.9 /5 for Cleanliness & 4.4 /5 for Safety & 4 /5 for Location . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel Gandharva by Peppermint,Jaipur,India,4.0,743,"Doctor on Call,Free Airport Transfer,Free Wi-Fi","Location of the Hotel is Sindhi Camp View On Map ( Station Road, Near Chandpole Police Line,Jobner Bagh ). It’s a 3 Star Hotel with overall Rating 4 Out of 5 where 4.2 /5 for Cleanliness & 4.8 /5 for Safety & 4.2 /5 for Value for Money . Top Facilities of this Hotel are Doctor on Call & Free Airport Transfer & Free Wi-Fi ."
Clarks Collection Jaipur,Jaipur,India,4.3,"1,410","Free Wi-Fi,Free Parking,Restaurant","This 3 Star Hotel in Jaipur is located in Shyam Nagar . Full Address of property is 17-18, Vivek Vihar, Near Vivek Vihar Metro Station (Pillar No 87), New Sanganer Road, Sodala, Jaipur (View On Map). This Hotel have 4.3 Out of 5 Rating where 3.9 /5 for Cleanliness & 4.5 /5 for Child friendliness & 4.1 /5 for Security . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant ."
Hotel Royal Empire,Jaipur,India,3.9,"5,786","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Malviya Nagar View On Map ( 83,Girdhar Marg, JLN Marg,Near Fortis ). It’s a 3 Star Hotel with overall Rating 3.9 Out of 5 where 4.2 /5 for Cleanliness & 4.4 /5 for Location & 4.1 /5 for Food . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Hotel Om Tower,Jaipur,India,3.5,"1,107","Doctor on Call,Free Wi-Fi,Free Parking","This 3 Star Hotel in Jaipur is located in Sindhi Camp . Full Address of property is Church Road, M.I Road, Jaipur, Rajasthan (View On Map). This Hotel have 3.5 Out of 5 Rating where 4.4 /5 for Location & 3.8 /5 for Value for Money & 3.7 /5 for Cleanliness . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
The Theme,Jaipur,India,3.9,"2,638","Free Parking,Restaurant,Conference Room","Location of the Hotel is Tonk road View On Map ( Main Tonk Road, Sita Bari, Sanganer, Near Jaipur Airport ). It’s a 3 Star Hotel with overall Rating 3.9 Out of 5 where 4.1 /5 for Cleanliness & 4.2 /5 for Location & 4.1 /5 for Child friendliness . Top Facilities of this Hotel are Free Parking & Restaurant & Conference Room ."
The Ananta,Udaipur,India,4.6,"4,230","Doctor on Call,Free Parking,Outdoor Sports","This 5 Star Resort in Udaipur, Rajasthan is located in Bujra fort . Full Address of property is Village Bujhda, Tehsil Girwa, Malla Talai area, Kodiyat Road, Udaipur - 313001 (View On Map). This Resort have 4.6 Out of 5 Rating where 4.6 /5 for Cleanliness & 4.8 /5 for Security & 4.7 /5 for Safety . Key amenities of this property are Doctor on Call & Free Parking & Outdoor Sports ."
Hotel Lakend,Udaipur,India,4.5,"3,384","Free Wi-Fi,Free Parking,Outdoor Sports","Location of the Hotel is Fateh Sagar Lake View On Map ( Hotel Lakend, Fatehsagar Lake Shore, Alkapuri, Udaipur. Rajasthan. ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for Cleanliness & 5 /5 for Security & 4.8 /5 for Location . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Outdoor Sports ."
Ramada Udaipur Resort & Spa,Udaipur,India,4.2,"4,663","Doctor on Call,Free Wi-Fi,Outdoor Sports","This 5 Star Resort in Udaipur, Rajasthan is located in Eklavya Colony . Full Address of property is Rampura Circle, Kodiyat Road, Udaipur - 313001 (View On Map). This Resort have 4.2 Out of 5 Rating where 4.4 /5 for Cleanliness & 5 /5 for Security & 4.4 /5 for Hospitality . Key amenities of this property are Doctor on Call & Free Wi-Fi & Outdoor Sports ."
juSTa Rajputana,Udaipur,India,4.2,"2,779","Doctor on Call,Free Wi-Fi,Restaurant","Location of the Resort is Hiran Magri View On Map ( Hiran Magri, Sec-11, Near Savina Math, Udaipur ). It’s a 4 Star Resort with overall Rating 4.2 Out of 5 where 4.2 /5 for Cleanliness & 5 /5 for Security & 4.1 /5 for Room . Top Facilities of this Resort are Doctor on Call & Free Wi-Fi & Restaurant ."
Kotra Haveli,Udaipur,India,4.3,"1,286","Doctor on Call,Free Wi-Fi,Restaurant","This 3 Star Hotel in Udaipur, Rajasthan is located in Near City Palace . Full Address of property is 12, Surya Marg, Kotra Ki Haveli, Opp. Jagdish Temple, Kasaro ki OL (View On Map). This Hotel have 4.3 Out of 5 Rating where 4.4 /5 for Cleanliness & 4.5 /5 for Hospitality & 4.4 /5 for Value for Money . Key amenities of this property are Doctor on Call & Free Wi-Fi & Restaurant ."
Hotel Vishnupriya,Udaipur,India,4.0,"2,097","Doctor on Call,Free Parking,Restaurant","Location of the Hotel is Near Gulab Bagh View On Map ( 9, Garden Road, Near Gulab Bagh ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4 /5 for Cleanliness & 4.2 /5 for Location & 4 /5 for Hospitality . Top Facilities of this Hotel are Doctor on Call & Free Parking & Restaurant ."
Hotel Meenakshi Udaipur,Udaipur,India,4.1,841,"Doctor on Call,Free Wi-Fi,Free Parking","Full Address of property is Hiran MAgri Sector - 5 Narayan Seva Sansthan Road, Udaipur (Raj) (View On Map). This Hotel have 4.1 Out of 5 Rating where 4.1 /5 for Cleanliness & 4.3 /5 for Value for Money & 4.2 /5 for Room . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Avins Beacon Udaipur,Udaipur,India,4.2,"1,547","Free Wi-Fi,Restaurant,Conference Room","Location of the Hotel is Ashok Nagar View On Map ( 24 Ashok Nagar, Near Maharashtra Bhavan, Bhupalpura, Udaipur ). It’s a 3 Star Hotel with overall Rating 4.2 Out of 5 where 4.1 /5 for Cleanliness & 4.6 /5 for Child friendliness & 4.5 /5 for Hospitality . Top Facilities of this Hotel are Free Wi-Fi & Restaurant & Conference Room ."
Hotel Udai Median,Udaipur,India,4.2,"1,880","Doctor on Call,Restaurant,Conference Room","This 3 Star Hotel in Udaipur, Rajasthan is located in Near Sukhadia Circle, Panchwati . Full Address of property is 3-A Madhuban, Near Lok Kala Mandal, Udaipur 313001 (Rajasthan) India (View On Map). This Hotel have 4.2 Out of 5 Rating where 4.4 /5 for Cleanliness & 4.5 /5 for Safety & 4.3 /5 for Room . Key amenities of this property are Doctor on Call & Restaurant & Conference Room ."
Devra Udaipur,Udaipur,India,3.6,"4,935","Kitchenette,Living Room,Restaurant","Location of the Villa is Near Lake Pichola View On Map ( Sisarma - Bujra Road, Kalarohi ). Top Facilities of this Villa are Kitchenette & Living Room & Restaurant ."
Le Pension Kesar Vilas,Udaipur,India,3.9,940,"Kitchenette,Caretaker,Living Room","This 3 Star Homestay in Udaipur, Rajasthan is located in Near Lake Pichola . Full Address of property is Haridas Ji Ki Magri, shavri Colony (View On Map). This Homestay have 3.9 Out of 5 Rating where 4.1 /5 for Cleanliness & 5 /5 for Value for Money & 5 /5 for Room . Key amenities of this property are Kitchenette & Caretaker & Living Room ."
Hotel Hadi Rani Palace,Udaipur,India,3.6,732,"Doctor on Call,Free Wi-Fi,Free Parking",Location of the Hotel is Near Udaipole Bus Station View On Map ( Hotel Hadi Rani Palace Near Pichola lake ). It’s a 3 Star Hotel with overall Rating 3.6 Out of 5 where 3.7 /5 for Room & 3.7 /5 for Location & 3.7 /5 for Value for Money . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking .
